response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_0563,52.9,0.313,1.5,Form C
relationship_response_0564,84,0.869,28.2,Form C
relationship_response_0565,78.1,0.493,28.1,Form C
relationship_response_0566,12.9,0.279,13.5,Form C
relationship_response_0567,12.8,0.282,-3,Form C
relationship_response_0568,71.4,0.758,25.6,Form A
relationship_response_0569,7.3,0.132,-20.5,Form B
relationship_response_0570,26.6,0.116,-2.7,Form B
relationship_response_0571,72.7,0.877,39.3,Form B
relationship_response_0572,96.1,0.797,42,Form A
relationship_response_0573,30.8,0.468,10.4,Form A
relationship_response_0574,66.6,0.368,22.8,Form A
relationship_response_0575,60.1,0.509,11.2,Form A
relationship_response_0576,57.4,0.814,24.4,Form C
relationship_response_0577,54.5,0.182,-10,Form C
relationship_response_0578,65.2,0.322,20.4,Form B
relationship_response_0579,70.7,0.723,34.1,Form C
relationship_response_0580,76.9,0.587,29.8,Form A
relationship_response_0581,37.4,0.52,3.7,Form A
relationship_response_0582,67.4,0.558,13.6,Form A
relationship_response_0583,31.5,0.469,2.9,Form B
relationship_response_0584,37.4,0.414,-3.9,Form C
relationship_response_0585,66.2,0.436,8.3,Form B
relationship_response_0586,14.1,0.182,-7.9,Form A
relationship_response_0587,71.6,0.551,24.6,Form C
relationship_response_0588,71.4,0.505,24.3,Form B
relationship_response_0589,86.1,0.888,29.7,Form A
relationship_response_0590,57.4,0.823,5.3,Form C
relationship_response_0591,34.7,0.145,0.9,Form A
relationship_response_0592,32.4,0.153,7,Form B
relationship_response_0593,70.6,0.777,14.1,Form B
relationship_response_0594,41.3,0.096,7,Form C
relationship_response_0595,82,0.32,33.4,Form B
relationship_response_0596,88.1,0.6,46,Form C
relationship_response_0597,37.6,0.131,5.5,Form A
relationship_response_0598,32.8,0.184,6.2,Form C
relationship_response_0599,72.2,0.377,26.3,Form C
relationship_response_0600,60.5,0.546,16.2,Form C
relationship_response_0601,25.2,0.314,7.4,Form C
relationship_response_0602,47.7,0.366,15.6,Form A
relationship_response_0603,42.4,0.491,0.9,Form A
relationship_response_0604,9.7,0.203,5.9,Form C
relationship_response_0605,64.5,0.368,21.1,Form C
relationship_response_0606,61.6,0.374,12.1,Form B
relationship_response_0607,52.6,0.252,4.8,Form A
relationship_response_0608,93.4,0.914,48.3,Form B
relationship_response_0609,57.8,0.277,15.7,Form C
relationship_response_0610,13.5,0.044,-1.8,Form A
relationship_response_0611,61.6,0.47,6,Form B
relationship_response_0612,85.1,0.461,20.8,Form A
relationship_response_0613,40,0.205,-7.9,Form B
relationship_response_0614,21,0.374,-6.2,Form A
relationship_response_0615,45.1,0.543,9.6,Form C
relationship_response_0616,81.2,0.483,39.8,Form C
relationship_response_0617,81.2,0.668,28.1,Form B
relationship_response_0618,39.8,0.552,18.3,Form B
relationship_response_0619,23.9,0.224,9,Form C
relationship_response_0620,73,0.683,27.9,Form A
relationship_response_0621,59.1,0.4,4,Form B
relationship_response_0622,56.9,0.584,18.2,Form B
relationship_response_0623,52.4,0.471,4.4,Form A
relationship_response_0624,78.1,0.851,28.7,Form A
relationship_response_0625,72.4,0.53,25.8,Form A
relationship_response_0626,67.9,0.78,19.4,Form A
relationship_response_0627,57.1,0.459,14.6,Form A
relationship_response_0628,71.7,0.575,11,Form C
relationship_response_0629,83.6,0.468,21.2,Form B
relationship_response_0630,61.8,0.719,27.7,Form B
relationship_response_0631,37.3,0.164,-4.3,Form B
relationship_response_0632,29.4,0.249,16.8,Form A
relationship_response_0633,71.3,0.655,16.3,Form B
relationship_response_0634,24,0.493,14.6,Form A
relationship_response_0635,64.5,0.593,18.7,Form B
relationship_response_0636,58.3,0.209,17.7,Form B
relationship_response_0637,63.9,0.776,32.4,Form A
relationship_response_0638,58.2,0.402,20.6,Form A
relationship_response_0639,51,0.211,12.4,Form C
relationship_response_0640,73.6,0.682,10.7,Form A
relationship_response_0641,64.4,0.406,17.5,Form C
relationship_response_0642,64.7,0.282,17.1,Form C
relationship_response_0643,30.1,0.127,10.1,Form B
relationship_response_0644,55,0.455,31.2,Form A
relationship_response_0645,74.1,0.394,18.2,Form C
relationship_response_0646,68.7,0.866,25.5,Form A
relationship_response_0647,59.8,0.179,3.7,Form B
relationship_response_0648,71.7,0.714,37.4,Form C
relationship_response_0649,39.7,0.224,11.8,Form B
relationship_response_0650,58.6,0.555,10.2,Form C
relationship_response_0651,54.7,0.248,6.5,Form B
relationship_response_0652,18.5,0.266,-3.6,Form A
relationship_response_0653,72.8,0.878,26.1,Form B
relationship_response_0654,26.1,0.251,4.4,Form C
relationship_response_0655,54.5,0.649,21,Form C
relationship_response_0656,60.8,0.331,6.5,Form C
relationship_response_0657,47.5,0.342,5.2,Form A
relationship_response_0658,51,0.399,15.8,Form A
relationship_response_0659,73.4,0.602,24.3,Form A
relationship_response_0660,83,0.869,42.6,Form C
relationship_response_0661,82.9,0.531,34.4,Form A
relationship_response_0662,72.4,0.645,14.9,Form B
relationship_response_0663,69.5,0.479,23.4,Form A
relationship_response_0664,24.2,0.349,-2.1,Form C
relationship_response_0665,74.4,0.576,19.6,Form B
relationship_response_0666,11.7,0.498,4.7,Form A
relationship_response_0667,75.8,0.712,36.9,Form C
relationship_response_0668,60.8,0.583,13.3,Form B
relationship_response_0669,66.1,0.402,21.8,Form C
relationship_response_0670,39.6,0.646,20.1,Form A
relationship_response_0671,24.1,0.359,8.7,Form C
relationship_response_0672,77.5,0.745,45.6,Form A
relationship_response_0673,61.4,0.772,14.3,Form B
relationship_response_0674,81.8,0.728,37.5,Form C
relationship_response_0675,90.5,0.635,25.8,Form A
relationship_response_0676,70.7,0.838,23.9,Form C
relationship_response_0677,66,0.707,22.5,Form B
relationship_response_0678,39.4,0.719,-1.4,Form A
relationship_response_0679,9.3,0.145,-6.7,Form C
relationship_response_0680,8.3,0.055,2.7,Form B
relationship_response_0681,63.1,0.619,19.6,Form C
relationship_response_0682,68.7,0.627,29.3,Form B
relationship_response_0683,47.5,0.268,9.6,Form C
relationship_response_0684,21.8,0.051,-7.1,Form B
relationship_response_0685,30.2,0.371,2.4,Form A
relationship_response_0686,63.4,0.637,3.7,Form B
relationship_response_0687,32.8,0.173,-8.9,Form C
relationship_response_0688,43.8,0.214,8.7,Form A
relationship_response_0689,64,0.282,18.4,Form A
relationship_response_0690,72.4,0.521,32.1,Form C
relationship_response_0691,76.3,0.871,17,Form A
relationship_response_0692,66.2,0.536,14.1,Form A
relationship_response_0693,15.5,0.359,4.7,Form C
relationship_response_0694,94.3,0.776,39.3,Form A
relationship_response_0695,57.6,0.574,5.2,Form A
relationship_response_0696,67.2,0.532,15.9,Form C
relationship_response_0697,72.7,0.625,24.3,Form A
relationship_response_0698,51.1,0.579,22.9,Form C
relationship_response_0699,16.8,0.282,2.3,Form C
relationship_response_0700,43.6,0.379,6.4,Form A
relationship_response_0701,44.3,0.288,11.1,Form A
relationship_response_0702,64.5,0.612,2.2,Form B
relationship_response_0703,90.8,0.919,28.8,Form C
relationship_response_0704,70,0.643,28,Form C
relationship_response_0705,54.5,0.756,19.3,Form A
relationship_response_0706,90.9,0.83,41.7,Form C
relationship_response_0707,76.5,0.925,31.4,Form C
relationship_response_0708,71.7,0.611,34.3,Form B
relationship_response_0709,87.8,0.706,42.1,Form B
relationship_response_0710,84.4,0.468,13.4,Form B
relationship_response_0711,71.6,0.472,25.5,Form A
relationship_response_0712,24.6,0.203,3.9,Form B
relationship_response_0713,70.1,0.497,26.6,Form C
relationship_response_0714,28.4,0.127,-0.9,Form A
relationship_response_0715,28.2,0.241,6.1,Form A
relationship_response_0716,61.5,0.809,12.2,Form B
relationship_response_0717,69.4,0.549,11.1,Form A
relationship_response_0718,48.2,0.43,12.2,Form B
relationship_response_0719,60.9,0.774,40.1,Form C
relationship_response_0720,46.7,0.596,12.1,Form A
relationship_response_0721,93.7,0.847,44.4,Form C
relationship_response_0722,50.5,0.197,20.4,Form B
relationship_response_0723,78.9,0.7,24.4,Form A
relationship_response_0724,67.1,0.653,14.4,Form B
relationship_response_0725,64.4,0.626,16.9,Form B
relationship_response_0726,89.2,0.822,39,Form A
relationship_response_0727,4.5,0.094,5.4,Form C
relationship_response_0728,63,0.658,22.2,Form A
relationship_response_0729,80.4,0.682,39.1,Form A
relationship_response_0730,67.2,0.407,14.9,Form A
relationship_response_0731,75.2,0.763,31.7,Form C
relationship_response_0732,89.8,0.651,41.9,Form A
relationship_response_0733,26.8,0.173,14.4,Form C
relationship_response_0734,76.8,0.425,24.8,Form C
relationship_response_0735,79,0.405,25.4,Form B
relationship_response_0736,48.5,0.482,3.3,Form A
relationship_response_0737,68.8,0.648,39.7,Form B
relationship_response_0738,91.3,0.62,35.2,Form A
relationship_response_0739,56.1,0.675,15.8,Form B
relationship_response_0740,60.4,0.612,12,Form C
relationship_response_0741,36.4,0.404,9.3,Form B
relationship_response_0742,67.5,0.495,27.4,Form B
relationship_response_0743,27.9,0.289,-2.7,Form B
relationship_response_0744,16.2,0.219,-0.4,Form C
relationship_response_0745,67.2,0.626,9.6,Form A
relationship_response_0746,10.3,0.046,-4.8,Form B
relationship_response_0747,67.3,0.633,17.4,Form B
relationship_response_0748,62.4,0.628,30.6,Form B
relationship_response_0749,20.9,0.246,-0,Form B
relationship_response_0750,72.2,0.596,12.1,Form C
relationship_response_0751,50.1,0.35,9.4,Form A
relationship_response_0752,76.6,0.851,37.4,Form B
relationship_response_0753,71.9,0.535,38.1,Form C
relationship_response_0754,70.7,0.688,18.7,Form B
relationship_response_0755,48.7,0.351,-4.1,Form C
relationship_response_0756,71.7,0.617,18.6,Form B
relationship_response_0757,43,0.131,8.8,Form C
relationship_response_0758,66.1,0.355,14.8,Form C
relationship_response_0759,93.1,0.696,34.6,Form A
relationship_response_0760,18.1,0.135,-8.6,Form A
relationship_response_0761,44.1,0.428,6.6,Form C
relationship_response_0762,64.6,0.253,-3.9,Form B
relationship_response_0763,45.2,0.275,-1.8,Form A
relationship_response_0764,60.9,0.417,19.4,Form A
relationship_response_0765,61.4,0.857,22.6,Form B
relationship_response_0766,67.5,0.701,13.3,Form B
relationship_response_0767,20.3,0.531,-3,Form A
relationship_response_0768,61.8,0.523,20.5,Form C
relationship_response_0769,49.6,0.724,-10.5,Form A
relationship_response_0770,11.8,0.131,-4.5,Form A
relationship_response_0771,42.6,0.102,-3.3,Form B
relationship_response_0772,75,0.613,28.7,Form A
relationship_response_0773,38,0.053,-2.1,Form C
relationship_response_0774,62.7,0.417,20.8,Form C
relationship_response_0775,35.6,0.506,8.5,Form B
relationship_response_0776,70.8,0.728,20.1,Form C
relationship_response_0777,68.3,0.37,33.3,Form C
relationship_response_0778,31.8,0.118,10.4,Form A
relationship_response_0779,45.1,0.355,-5.5,Form A
relationship_response_0780,82.3,0.738,39.1,Form B
relationship_response_0781,15.1,0.132,-11.8,Form A
relationship_response_0782,39.5,0.08,-3.3,Form C
relationship_response_0783,33.4,0.228,5.9,Form A
relationship_response_0784,86.9,0.914,40.6,Form C
relationship_response_0785,43,0.268,15.8,Form A
relationship_response_0786,78.4,0.511,22.8,Form B
relationship_response_0787,60.5,0.42,12.3,Form B
relationship_response_0788,43.9,0.396,10.5,Form B
relationship_response_0789,66.9,0.684,17.2,Form C
relationship_response_0790,67.7,0.559,29.6,Form B
relationship_response_0791,92.2,0.702,34.6,Form B
relationship_response_0792,12.8,0.174,3.9,Form B
relationship_response_0793,44.6,0.407,12.5,Form B
relationship_response_0794,56.5,0.52,0.1,Form B
relationship_response_0795,26.7,0.25,3.7,Form B
relationship_response_0796,80.3,0.696,32.3,Form C
relationship_response_0797,89.1,0.759,34.4,Form B
relationship_response_0798,60.3,0.195,4.8,Form C
relationship_response_0799,40,0.452,4.9,Form B
relationship_response_0800,68.8,0.568,11.8,Form B
relationship_response_0801,87.2,0.603,25.8,Form A
relationship_response_0802,38.4,0.122,21.9,Form A
relationship_response_0803,53.6,0.479,5.2,Form B
relationship_response_0804,73.1,0.788,28.2,Form C
relationship_response_0805,90.4,0.417,33.1,Form C
relationship_response_0806,81.5,0.53,29.8,Form C
relationship_response_0807,19.5,0.339,2.6,Form A
relationship_response_0808,39.8,0.115,-1.7,Form C
relationship_response_0809,12.6,0.054,-13.7,Form C
relationship_response_0810,14.4,0.103,-1.7,Form A
relationship_response_0811,62.9,0.29,10.5,Form B
relationship_response_0812,65.8,0.568,26.3,Form C
relationship_response_0813,53,0.712,5,Form B
relationship_response_0814,86.8,0.823,35.3,Form C
relationship_response_0815,74.8,0.471,20.4,Form B
relationship_response_0816,55.3,0.468,10.8,Form C
relationship_response_0817,76.3,0.508,37.3,Form C
relationship_response_0818,77,0.571,27.7,Form A
relationship_response_0819,18.8,0.091,-9.8,Form B
relationship_response_0820,21.1,0.08,-7.7,Form A
relationship_response_0821,23.2,0.191,-7.4,Form A
relationship_response_0822,33.9,0.247,6.7,Form B
relationship_response_0823,6.2,0.086,-15.4,Form C
relationship_response_0824,13.1,0.129,-8.1,Form B
relationship_response_0825,71.4,0.559,24.1,Form B
relationship_response_0826,25.7,0.553,2.4,Form B
relationship_response_0827,72.1,0.614,1.8,Form A
relationship_response_0828,53.5,0.393,8.6,Form A
relationship_response_0829,30.7,0.168,15.1,Form B
relationship_response_0830,60,0.325,5.2,Form C
relationship_response_0831,94.9,0.899,40.5,Form C
relationship_response_0832,52.6,0.434,7.1,Form B
relationship_response_0833,93.7,0.571,36.6,Form A
relationship_response_0834,31.1,0.239,12,Form A
relationship_response_0835,16,0.304,-6.4,Form A
relationship_response_0836,30.9,0.134,-6.8,Form B
relationship_response_0837,26.8,0.11,3,Form C
relationship_response_0838,48.5,0.474,10.8,Form B
relationship_response_0839,24.4,0.144,0,Form A
relationship_response_0840,48.3,0.482,-0.6,Form B
relationship_response_0841,75.2,0.544,18.2,Form A
relationship_response_0842,23.8,0.236,14.3,Form A
relationship_response_0843,58.1,0.47,12.2,Form B
relationship_response_0844,81.1,0.84,30.5,Form A
relationship_response_0845,65.7,0.589,11.3,Form B
relationship_response_0846,93.4,0.799,35.8,Form A
relationship_response_0847,69.5,0.879,27.2,Form B
relationship_response_0848,70.9,0.686,26.3,Form A
relationship_response_0849,34.5,0.394,14.9,Form C
relationship_response_0850,67.5,0.256,11.1,Form A
relationship_response_0851,63.8,0.219,8.3,Form C
relationship_response_0852,58.4,0.644,8.7,Form A
relationship_response_0853,88.2,0.779,52,Form A
relationship_response_0854,60.1,0.65,17.5,Form B
relationship_response_0855,94.1,0.78,35.3,Form B
relationship_response_0856,70.4,0.705,8.8,Form C
relationship_response_0857,59.9,0.812,18.7,Form A
relationship_response_0858,7.6,0.347,-8,Form C
relationship_response_0859,71.2,0.213,3.8,Form B
relationship_response_0860,49,0.626,-5.6,Form C
relationship_response_0861,76.3,0.463,31.8,Form C
relationship_response_0862,30.3,0.338,-15.6,Form A
relationship_response_0863,78.4,0.969,32.6,Form B
relationship_response_0864,76.8,0.848,39.1,Form C
relationship_response_0865,38.6,0.398,10.3,Form B
relationship_response_0866,32.8,0.223,7.9,Form C
relationship_response_0867,65.7,0.67,28.8,Form C
relationship_response_0868,60.5,0.818,7.1,Form B
relationship_response_0869,65.3,0.753,11.9,Form B
relationship_response_0870,77.2,0.831,27.6,Form B
relationship_response_0871,76.6,0.378,24.5,Form C
relationship_response_0872,65.5,0.349,22.4,Form B
relationship_response_0873,81.4,0.452,39.8,Form B
relationship_response_0874,45.9,0.323,15,Form B
relationship_response_0875,86,0.401,25.6,Form A
relationship_response_0876,8.3,0.437,19.6,Form A
relationship_response_0877,63.8,0.557,8.5,Form C
relationship_response_0878,32.3,0.567,6.6,Form B
relationship_response_0879,72.5,0.537,23,Form A
relationship_response_0880,73.7,0.704,37.1,Form B
relationship_response_0881,73.3,0.79,27,Form B
relationship_response_0882,70.5,0.533,16.5,Form A
relationship_response_0883,52.9,0.389,-0.3,Form A
relationship_response_0884,29.7,0.141,-2.3,Form A
relationship_response_0885,58.7,0.592,18,Form B
relationship_response_0886,19.1,0.147,-7.6,Form C
relationship_response_0887,82.6,0.871,30.8,Form C
relationship_response_0888,61.2,0.4,11.2,Form A
relationship_response_0889,11.2,0.067,-1.4,Form B
relationship_response_0890,79.3,0.856,32.9,Form C
relationship_response_0891,69.9,0.778,9.7,Form A
relationship_response_0892,35.1,0.217,0.6,Form B
relationship_response_0893,78.3,0.294,14.6,Form A
relationship_response_0894,20,0.105,10.2,Form B
relationship_response_0895,56,0.577,11.3,Form B
relationship_response_0896,60.3,0.374,21.7,Form B
relationship_response_0897,23.7,0.261,-6.4,Form A
relationship_response_0898,68.1,0.766,25.1,Form A
relationship_response_0899,59.1,0.766,9.2,Form B
relationship_response_0900,68.6,0.407,13.2,Form A
relationship_response_0901,15.8,0.288,-5.2,Form B
relationship_response_0902,59.7,0.17,20.8,Form A
relationship_response_0903,73.5,0.178,4,Form B
relationship_response_0904,81,0.838,32.9,Form B
relationship_response_0905,53.5,0.73,-2.4,Form A
relationship_response_0906,33.3,0.462,1.9,Form B
relationship_response_0907,61.3,0.248,26.7,Form B
relationship_response_0908,24.8,0.312,8.6,Form B
relationship_response_0909,39.2,0.174,14.7,Form B
relationship_response_0910,75.4,0.805,18.9,Form B
relationship_response_0911,34.5,0.247,6.4,Form B
relationship_response_0912,76.1,0.463,30.5,Form A
