case_id,task_family,predicted_mastery_probability,true_mastery_probability,observed_mastery
calibration_case_0475,Conceptual explanation,0.4567,0.4192,1
calibration_case_0476,Multi-step modeling,0.8718,0.7773,1
calibration_case_0477,Procedural fluency,0.4929,0.4691,0
calibration_case_0478,Conceptual explanation,0.1255,0.1406,0
calibration_case_0479,Multi-step modeling,0.2278,0.2002,1
calibration_case_0480,Multi-step modeling,0.6085,0.5026,1
calibration_case_0481,Procedural fluency,0.641,0.5956,1
calibration_case_0482,Conceptual explanation,0.3253,0.3116,1
calibration_case_0483,Conceptual explanation,0.6813,0.6126,0
calibration_case_0484,Procedural fluency,0.6764,0.627,1
calibration_case_0485,Procedural fluency,0.5809,0.5435,0
calibration_case_0486,Conceptual explanation,0.8883,0.8267,0
calibration_case_0487,Multi-step modeling,0.295,0.2513,1
calibration_case_0488,Procedural fluency,0.6217,0.5786,1
calibration_case_0489,Procedural fluency,0.2424,0.2578,0
calibration_case_0490,Conceptual explanation,0.5088,0.4625,0
calibration_case_0491,Conceptual explanation,0.393,0.367,0
calibration_case_0492,Procedural fluency,0.6383,0.5932,0
calibration_case_0493,Multi-step modeling,0.2424,0.2112,0
calibration_case_0494,Procedural fluency,0.5021,0.4768,0
calibration_case_0495,Multi-step modeling,0.0958,0.0957,0
calibration_case_0496,Procedural fluency,0.8517,0.7971,0
calibration_case_0497,Procedural fluency,0.179,0.2011,0
calibration_case_0498,Multi-step modeling,0.5559,0.4572,0
calibration_case_0499,Procedural fluency,0.6944,0.6432,1
calibration_case_0500,Procedural fluency,0.4436,0.4279,0
calibration_case_0501,Procedural fluency,0.344,0.3447,1
calibration_case_0502,Procedural fluency,0.6478,0.6015,0
calibration_case_0503,Multi-step modeling,0.5777,0.4758,0
calibration_case_0504,Conceptual explanation,0.3803,0.3566,1
calibration_case_0505,Conceptual explanation,0.3575,0.338,1
calibration_case_0506,Procedural fluency,0.5651,0.5299,1
calibration_case_0507,Conceptual explanation,0.2321,0.2342,0
calibration_case_0508,Procedural fluency,0.0826,0.107,0
calibration_case_0509,Conceptual explanation,0.2391,0.2401,0
calibration_case_0510,Procedural fluency,0.9027,0.8546,1
calibration_case_0511,Conceptual explanation,0.4485,0.4125,1
calibration_case_0512,Procedural fluency,0.4632,0.4442,1
calibration_case_0513,Conceptual explanation,0.828,0.7577,0
calibration_case_0514,Procedural fluency,0.7208,0.6675,1
calibration_case_0515,Conceptual explanation,0.2451,0.2451,0
calibration_case_0516,Procedural fluency,0.5578,0.5238,0
calibration_case_0517,Procedural fluency,0.5552,0.5215,1
calibration_case_0518,Procedural fluency,0.3842,0.3784,1
calibration_case_0519,Conceptual explanation,0.5679,0.5123,1
calibration_case_0520,Conceptual explanation,0.3285,0.3142,1
calibration_case_0521,Multi-step modeling,0.3689,0.3077,0
calibration_case_0522,Procedural fluency,0.6363,0.5915,1
calibration_case_0523,Conceptual explanation,0.2254,0.2284,0
calibration_case_0524,Conceptual explanation,0.5466,0.4943,1
calibration_case_0525,Multi-step modeling,0.7125,0.5992,0
calibration_case_0526,Multi-step modeling,0.1698,0.1554,0
calibration_case_0527,Multi-step modeling,0.1357,0.1284,1
calibration_case_0528,Conceptual explanation,0.555,0.5014,1
calibration_case_0529,Multi-step modeling,0.5652,0.4652,1
calibration_case_0530,Procedural fluency,0.4644,0.4453,1
calibration_case_0531,Conceptual explanation,0.8317,0.7617,1
calibration_case_0532,Multi-step modeling,0.1854,0.1675,0
calibration_case_0533,Procedural fluency,0.6427,0.5971,0
calibration_case_0534,Procedural fluency,0.6598,0.6121,0
calibration_case_0535,Conceptual explanation,0.9328,0.8839,1
calibration_case_0536,Procedural fluency,0.378,0.3732,0
calibration_case_0537,Multi-step modeling,0.3217,0.2716,0
calibration_case_0538,Procedural fluency,0.7936,0.7372,1
calibration_case_0539,Conceptual explanation,0.6508,0.5849,0
calibration_case_0540,Procedural fluency,0.1926,0.2135,1
calibration_case_0541,Procedural fluency,0.8981,0.8492,1
calibration_case_0542,Procedural fluency,0.4155,0.4045,1
calibration_case_0543,Multi-step modeling,0.372,0.31,0
calibration_case_0544,Conceptual explanation,0.9379,0.8909,1
calibration_case_0545,Conceptual explanation,0.7223,0.6509,1
calibration_case_0546,Conceptual explanation,0.3355,0.3199,1
calibration_case_0547,Procedural fluency,0.2934,0.3019,0
calibration_case_0548,Procedural fluency,0.6009,0.5607,0
calibration_case_0549,Multi-step modeling,0.9581,0.9062,1
calibration_case_0550,Conceptual explanation,0.3327,0.3176,0
calibration_case_0551,Conceptual explanation,0.856,0.7887,0
calibration_case_0552,Procedural fluency,0.575,0.5384,1
calibration_case_0553,Conceptual explanation,0.5648,0.5098,1
calibration_case_0554,Procedural fluency,0.7787,0.7225,0
calibration_case_0555,Multi-step modeling,0.6494,0.5393,1
calibration_case_0556,Procedural fluency,0.692,0.641,0
calibration_case_0557,Procedural fluency,0.5246,0.4957,1
calibration_case_0558,Conceptual explanation,0.7807,0.7081,1
calibration_case_0559,Conceptual explanation,0.419,0.3883,1
calibration_case_0560,Conceptual explanation,0.8118,0.7403,0
calibration_case_0561,Conceptual explanation,0.6958,0.626,1
calibration_case_0562,Conceptual explanation,0.3688,0.3472,1
calibration_case_0563,Procedural fluency,0.1314,0.1563,0
calibration_case_0564,Conceptual explanation,0.6895,0.6202,1
calibration_case_0565,Procedural fluency,0.5905,0.5517,1
calibration_case_0566,Procedural fluency,0.7956,0.7391,1
calibration_case_0567,Conceptual explanation,0.0919,0.1087,0
calibration_case_0568,Conceptual explanation,0.5724,0.5162,1
calibration_case_0569,Conceptual explanation,0.3721,0.3499,1
calibration_case_0570,Procedural fluency,0.5961,0.5565,0
calibration_case_0571,Procedural fluency,0.7062,0.654,1
calibration_case_0572,Conceptual explanation,0.3348,0.3194,0
calibration_case_0573,Procedural fluency,0.7734,0.7173,0
calibration_case_0574,Conceptual explanation,0.2576,0.2555,0
calibration_case_0575,Procedural fluency,0.8517,0.7971,1
calibration_case_0576,Multi-step modeling,0.251,0.2178,0
calibration_case_0577,Conceptual explanation,0.9059,0.8484,1
calibration_case_0578,Procedural fluency,0.4067,0.3972,0
calibration_case_0579,Conceptual explanation,0.5517,0.4986,1
calibration_case_0580,Conceptual explanation,0.4701,0.4303,1
calibration_case_0581,Multi-step modeling,0.5733,0.4721,0
calibration_case_0582,Multi-step modeling,0.2869,0.2452,0
calibration_case_0583,Conceptual explanation,0.8275,0.7571,0
calibration_case_0584,Multi-step modeling,0.4518,0.3723,1
calibration_case_0585,Conceptual explanation,0.2357,0.2372,0
calibration_case_0586,Procedural fluency,0.5645,0.5294,0
calibration_case_0587,Procedural fluency,0.8296,0.7737,0
calibration_case_0588,Conceptual explanation,0.8228,0.7521,1
calibration_case_0589,Procedural fluency,0.4231,0.4109,1
calibration_case_0590,Conceptual explanation,0.1294,0.1442,1
calibration_case_0591,Conceptual explanation,0.3018,0.2922,0
calibration_case_0592,Multi-step modeling,0.4543,0.3743,1
calibration_case_0593,Procedural fluency,0.6802,0.6304,1
calibration_case_0594,Multi-step modeling,0.5679,0.4674,0
calibration_case_0595,Conceptual explanation,0.2976,0.2888,1
calibration_case_0596,Conceptual explanation,0.8641,0.798,1
calibration_case_0597,Multi-step modeling,0.3411,0.2864,1
calibration_case_0598,Procedural fluency,0.5912,0.5522,0
calibration_case_0599,Procedural fluency,0.2631,0.2758,0
calibration_case_0600,Procedural fluency,0.2558,0.2696,0
calibration_case_0601,Multi-step modeling,0.2498,0.2169,0
calibration_case_0602,Conceptual explanation,0.3851,0.3605,1
calibration_case_0603,Conceptual explanation,0.5456,0.4934,0
calibration_case_0604,Multi-step modeling,0.1792,0.1627,0
calibration_case_0605,Conceptual explanation,0.5993,0.5394,0
calibration_case_0606,Procedural fluency,0.7077,0.6554,0
calibration_case_0607,Conceptual explanation,0.3909,0.3653,1
calibration_case_0608,Conceptual explanation,0.4784,0.4372,0
calibration_case_0609,Conceptual explanation,0.4817,0.4399,1
calibration_case_0610,Procedural fluency,0.6529,0.606,0
calibration_case_0611,Procedural fluency,0.3885,0.382,0
calibration_case_0612,Multi-step modeling,0.0642,0.0685,0
calibration_case_0613,Procedural fluency,0.5549,0.5213,0
calibration_case_0614,Procedural fluency,0.771,0.715,1
calibration_case_0615,Conceptual explanation,0.5369,0.4861,0
calibration_case_0616,Procedural fluency,0.4066,0.3971,1
calibration_case_0617,Procedural fluency,0.5868,0.5485,0
calibration_case_0618,Procedural fluency,0.4365,0.4221,0
calibration_case_0619,Procedural fluency,0.4527,0.4355,1
calibration_case_0620,Procedural fluency,0.3132,0.3187,0
calibration_case_0621,Procedural fluency,0.6362,0.5913,0
calibration_case_0622,Procedural fluency,0.5575,0.5235,0
calibration_case_0623,Conceptual explanation,0.1934,0.2011,0
calibration_case_0624,Procedural fluency,0.3665,0.3637,1
calibration_case_0625,Conceptual explanation,0.7001,0.63,0
calibration_case_0626,Procedural fluency,0.7633,0.7076,1
calibration_case_0627,Procedural fluency,0.8439,0.7888,0
calibration_case_0628,Multi-step modeling,0.7206,0.6073,1
calibration_case_0629,Procedural fluency,0.2963,0.3043,0
calibration_case_0630,Procedural fluency,0.8506,0.7959,1
calibration_case_0631,Procedural fluency,0.5096,0.4831,0
calibration_case_0632,Procedural fluency,0.3675,0.3645,0
calibration_case_0633,Conceptual explanation,0.4054,0.3772,0
calibration_case_0634,Conceptual explanation,0.8146,0.7433,0
calibration_case_0635,Conceptual explanation,0.4774,0.4363,0
calibration_case_0636,Multi-step modeling,0.4266,0.3524,0
calibration_case_0637,Conceptual explanation,0.505,0.4593,0
calibration_case_0638,Conceptual explanation,0.4951,0.451,1
calibration_case_0639,Multi-step modeling,0.8011,0.6922,1
calibration_case_0640,Multi-step modeling,0.2248,0.1978,0
calibration_case_0641,Conceptual explanation,0.2997,0.2905,0
calibration_case_0642,Procedural fluency,0.5581,0.524,0
calibration_case_0643,Procedural fluency,0.713,0.6603,1
calibration_case_0644,Conceptual explanation,0.5913,0.5325,1
calibration_case_0645,Procedural fluency,0.6478,0.6016,1
calibration_case_0646,Multi-step modeling,0.6897,0.5771,1
calibration_case_0647,Procedural fluency,0.7844,0.7281,0
calibration_case_0648,Multi-step modeling,0.7639,0.6516,1
calibration_case_0649,Conceptual explanation,0.6783,0.6098,1
calibration_case_0650,Multi-step modeling,0.4808,0.3954,1
calibration_case_0651,Conceptual explanation,0.1879,0.1963,1
calibration_case_0652,Multi-step modeling,0.4357,0.3596,1
calibration_case_0653,Procedural fluency,0.7298,0.6759,1
calibration_case_0654,Procedural fluency,0.4521,0.435,1
calibration_case_0655,Multi-step modeling,0.4443,0.3664,1
calibration_case_0656,Conceptual explanation,0.4952,0.4511,0
calibration_case_0657,Procedural fluency,0.6424,0.5968,0
calibration_case_0658,Procedural fluency,0.5036,0.4781,1
calibration_case_0659,Procedural fluency,0.4618,0.4431,1
calibration_case_0660,Procedural fluency,0.6764,0.627,0
calibration_case_0661,Conceptual explanation,0.1051,0.1214,0
calibration_case_0662,Conceptual explanation,0.0946,0.1113,0
calibration_case_0663,Multi-step modeling,0.5324,0.4376,0
calibration_case_0664,Conceptual explanation,0.3254,0.3116,0
calibration_case_0665,Conceptual explanation,0.1146,0.1304,0
calibration_case_0666,Multi-step modeling,0.4193,0.3467,1
calibration_case_0667,Multi-step modeling,0.0802,0.0825,0
calibration_case_0668,Procedural fluency,0.3791,0.3742,0
calibration_case_0669,Procedural fluency,0.2659,0.2783,1
calibration_case_0670,Conceptual explanation,0.3954,0.3689,1
calibration_case_0671,Procedural fluency,0.8335,0.7778,0
calibration_case_0672,Conceptual explanation,0.3433,0.3264,1
calibration_case_0673,Multi-step modeling,0.2724,0.2341,0
calibration_case_0674,Conceptual explanation,0.5559,0.5022,0
calibration_case_0675,Conceptual explanation,0.6198,0.5573,1
calibration_case_0676,Multi-step modeling,0.6701,0.5586,1
calibration_case_0677,Multi-step modeling,0.5591,0.46,0
calibration_case_0678,Conceptual explanation,0.4379,0.4038,0
calibration_case_0679,Conceptual explanation,0.5129,0.4659,0
calibration_case_0680,Procedural fluency,0.6037,0.563,1
calibration_case_0681,Conceptual explanation,0.5997,0.5398,1
calibration_case_0682,Multi-step modeling,0.6308,0.5225,0
calibration_case_0683,Multi-step modeling,0.6398,0.5306,0
calibration_case_0684,Procedural fluency,0.8211,0.7649,1
calibration_case_0685,Conceptual explanation,0.7546,0.6822,0
calibration_case_0686,Conceptual explanation,0.5876,0.5294,0
calibration_case_0687,Conceptual explanation,0.0652,0.0819,0
calibration_case_0688,Conceptual explanation,0.2132,0.2181,0
calibration_case_0689,Multi-step modeling,0.4814,0.3959,1
calibration_case_0690,Procedural fluency,0.2013,0.2213,0
calibration_case_0691,Multi-step modeling,0.4246,0.3508,0
calibration_case_0692,Procedural fluency,0.5832,0.5454,1
calibration_case_0693,Procedural fluency,0.7442,0.6893,0
calibration_case_0694,Procedural fluency,0.9059,0.8584,0
calibration_case_0695,Procedural fluency,0.9284,0.8862,1
calibration_case_0696,Conceptual explanation,0.8318,0.7618,1
calibration_case_0697,Procedural fluency,0.1453,0.1696,0
calibration_case_0698,Conceptual explanation,0.4656,0.4266,0
calibration_case_0699,Conceptual explanation,0.3432,0.3262,0
calibration_case_0700,Conceptual explanation,0.8822,0.8193,1
calibration_case_0701,Procedural fluency,0.3012,0.3085,0
calibration_case_0702,Conceptual explanation,0.5079,0.4617,1
calibration_case_0703,Conceptual explanation,0.6241,0.5611,1
calibration_case_0704,Multi-step modeling,0.5796,0.4774,0
calibration_case_0705,Procedural fluency,0.6661,0.6177,0
calibration_case_0706,Multi-step modeling,0.0321,0.0383,0
calibration_case_0707,Procedural fluency,0.3339,0.3362,0
calibration_case_0708,Conceptual explanation,0.761,0.6885,1
calibration_case_0709,Multi-step modeling,0.767,0.655,0
calibration_case_0710,Conceptual explanation,0.2104,0.2157,0
calibration_case_0711,Multi-step modeling,0.831,0.7267,0
calibration_case_0712,Procedural fluency,0.7861,0.7298,1
calibration_case_0713,Multi-step modeling,0.4921,0.4046,1
calibration_case_0714,Conceptual explanation,0.4836,0.4415,1
calibration_case_0715,Conceptual explanation,0.6603,0.5935,1
calibration_case_0716,Conceptual explanation,0.5911,0.5324,1
calibration_case_0717,Multi-step modeling,0.7938,0.684,1
calibration_case_0718,Conceptual explanation,0.5487,0.496,0
calibration_case_0719,Multi-step modeling,0.4207,0.3478,0
calibration_case_0720,Procedural fluency,0.9394,0.9005,1
calibration_case_0721,Multi-step modeling,0.0768,0.0795,0
calibration_case_0722,Procedural fluency,0.6117,0.57,0
calibration_case_0723,Conceptual explanation,0.5934,0.5343,0
calibration_case_0724,Multi-step modeling,0.3669,0.3061,0
calibration_case_0725,Multi-step modeling,0.5819,0.4795,0
calibration_case_0726,Multi-step modeling,0.6037,0.4984,0
calibration_case_0727,Procedural fluency,0.8225,0.7664,0
calibration_case_0728,Multi-step modeling,0.6044,0.499,1
calibration_case_0729,Multi-step modeling,0.2413,0.2105,0
calibration_case_0730,Conceptual explanation,0.8342,0.7644,1
calibration_case_0731,Conceptual explanation,0.8051,0.7334,0
calibration_case_0732,Procedural fluency,0.2089,0.2282,1
calibration_case_0733,Multi-step modeling,0.5269,0.433,0
calibration_case_0734,Procedural fluency,0.1837,0.2054,1
calibration_case_0735,Procedural fluency,0.8353,0.7797,1
calibration_case_0736,Conceptual explanation,0.2048,0.2109,1
calibration_case_0737,Procedural fluency,0.71,0.6575,0
calibration_case_0738,Procedural fluency,0.4849,0.4624,1
calibration_case_0739,Procedural fluency,0.2249,0.2424,0
calibration_case_0740,Multi-step modeling,0.2614,0.2257,0
calibration_case_0741,Conceptual explanation,0.531,0.4811,1
calibration_case_0742,Conceptual explanation,0.6753,0.6071,1
calibration_case_0743,Procedural fluency,0.7601,0.7045,0
calibration_case_0744,Multi-step modeling,0.8233,0.7176,1
calibration_case_0745,Procedural fluency,0.9002,0.8517,1
calibration_case_0746,Conceptual explanation,0.5045,0.4589,1
calibration_case_0747,Multi-step modeling,0.5851,0.4822,1
calibration_case_0748,Conceptual explanation,0.54,0.4887,1
calibration_case_0749,Conceptual explanation,0.5429,0.4911,1
calibration_case_0750,Procedural fluency,0.7518,0.6966,0
calibration_case_0751,Procedural fluency,0.4412,0.426,1
calibration_case_0752,Conceptual explanation,0.4204,0.3894,0
calibration_case_0753,Multi-step modeling,0.2252,0.1982,0
calibration_case_0754,Conceptual explanation,0.7821,0.7096,0
calibration_case_0755,Procedural fluency,0.5768,0.54,1
calibration_case_0756,Conceptual explanation,0.7393,0.6672,1
calibration_case_0757,Procedural fluency,0.7791,0.7229,1
calibration_case_0758,Conceptual explanation,0.743,0.6708,1
calibration_case_0759,Procedural fluency,0.6271,0.5834,1
calibration_case_0760,Conceptual explanation,0.4571,0.4196,0
calibration_case_0761,Procedural fluency,0.2579,0.2714,1
calibration_case_0762,Multi-step modeling,0.7807,0.6696,0
calibration_case_0763,Conceptual explanation,0.5387,0.4876,1
calibration_case_0764,Procedural fluency,0.7865,0.7301,1
calibration_case_0765,Procedural fluency,0.4948,0.4706,0
calibration_case_0766,Conceptual explanation,0.5551,0.5014,0
calibration_case_0767,Multi-step modeling,0.4382,0.3615,0
calibration_case_0768,Procedural fluency,0.6483,0.6019,1
calibration_case_0769,Procedural fluency,0.4552,0.4376,0
calibration_case_0770,Procedural fluency,0.3153,0.3205,0
